sim/none/none                                      Do nothing at all!
sim/ice/inlet_heat0_off                            Anti-ice: LEFT inlet-heat off.
sim/ice/inlet_heat1_on                             Anti-ice: RIGT inlet-heat on.
sim/ice/inlet_heat1_off                            Anti-ice: RIGT inlet-heat off.
sim/ice/prop_heat_on                               Anti-ice: prop heat on.
sim/ice/prop_heat_off                              Anti-ice: prop heat off.
sim/ice/window_heat_on                             Anti-ice: window heat on.
sim/ice/window_heat_off                            Anti-ice: window heat off.
sim/ice/pitot_heat_on                              Anti-ice: pitot heat on.
sim/ice/pitot_heat_off                             Anti-ice: pitot heat off.
sim/ice/AOA_heat_on                                Anti-ice: AOA on.
sim/ice/AOA_heat_off                               Anti-ice: AOA off.
sim/ice/wing_heat0_on                              Anti-ice: LEFT wing-de-ice on.
sim/ice/wing_heat0_off                             Anti-ice: LEFT wing-de-ice off.
sim/ice/wing_heat1_on                              Anti-ice: RIGT wing-de-ice on.
sim/ice/wing_heat1_off                             Anti-ice: RIGT wing-de-ice off.
sim/ice/detect_on                                  Anti-ice: ice-detection on.
sim/ice/detect_off                                 Anti-ice: ice-detection off.
sim/ice/brake_on                                   Anti-ice: brake-heat on.
sim/ice/brake_off                                  Anti-ice: brake-heat off.
sim/HUD/power_toggle                               HUD toggle power.
sim/HUD/brightness_toggle                          HUD toggle brightness.
sim/instruments/map_zoom_in                        Zoom in EFIS map.
sim/instruments/map_zoom_out                       Zoom out EFIS map.
sim/instruments/EFIS_wxr                           EFIS map EFIS_wxr.
sim/instruments/EFIS_tcas                          EFIS map EFIS_tcas.
sim/instruments/EFIS_apt                           EFIS map EFIS_apt.
sim/instruments/EFIS_fix                           EFIS map EFIS_fix.
sim/instruments/EFIS_vor                           EFIS map EFIS_vor.
sim/instruments/EFIS_ndb                           EFIS map EFIS_ndb.
sim/instruments/panel_bright_down                  Panel brightness down a bit.
sim/instruments/panel_bright_up                    Panel brightness up a bit.
sim/instruments/instrument_bright_down             Instrument brightness down a bit.
sim/instruments/instrument_bright_up               Instrument brightness up a bit.
sim/instruments/timer_start_stop                   Start or stop the timer.
sim/instruments/timer_reset                        Reset the timer.
sim/instruments/timer_show_date                    Show date on the chrono.
sim/instruments/timer_is_GMT                       Timer is GMT.
sim/instruments/thermo_units_toggle                Toggle english/metric thermometer.
sim/instruments/barometer_down                     Baro pressure selection down a bit.
sim/instruments/barometer_up                       Baro pressure selection up a bit.
sim/instruments/barometer_2992                     Baro pressure selection 2992.
sim/instruments/ah_ref_down                        Artificial horizon reference down a bit.
sim/instruments/ah_ref_up                          Artificial horizon reference up a bit.
sim/instruments/dh_ref_down                        Decision-height reference down a bit.
sim/instruments/dh_ref_up                          Decision-height reference up a bit.
sim/instruments/asi_bug_down                       Airspeed bug reference down a bit.
sim/instruments/asi_bug_up                         Airspeed bug reference up a bit.
sim/flight_controls/tailhook_down                  Tailhook down.
sim/flight_controls/tailhook_up                    Tailhook up.
sim/flight_controls/tailhook_toggle                Toggle the tailhook.
sim/flight_controls/canopy_open                    Canopy open.
sim/flight_controls/canopy_close                   Canopy close.
sim/flight_controls/canopy_toggle                  Canopy toggle.
sim/flight_controls/smoke_toggle                   Toggle smoke-puffing.
sim/flight_controls/water_scoop_toggle             Toggle water scoop.
sim/weapons/master_arm_on                          Master Arm. Hit this for master arm ON.
sim/weapons/master_arm_off                         Master Arm. Hit this for master arm OFF.
sim/weapons/weapon_select_down                     Weapon select down.
sim/weapons/weapon_select_up                       Weapon select up.
sim/weapons/weapon_target_down                     Target select down.
sim/weapons/weapon_target_up                       Target select up.
sim/weapons/fire_guns                              Fire guns!
sim/weapons/fire_air_to_air                        Fire air-air selection!
sim/weapons/fire_air_to_ground                     Fire air-ground selection!
sim/weapons/fire_any_armed                         Fire all armed selections!
sim/weapons/deploy_chaff                           Deploy chaff.
sim/weapons/deploy_flares                          Deploy flares.
sim/flight_controls/parachute_flares               Deploy parachute-flares.
sim/flight_controls/ignite_jato                    Ignite JATO.
sim/flight_controls/jettison_payload               Jettison the payload.
sim/flight_controls/dump_fuel_toggle               Dump fuel!
sim/flight_controls/drop_tank                      Drop all drop-tanks.
sim/flight_controls/deploy_parachute               Deploy/jettison chute!
sim/flight_controls/eject                          Eject!
sim/flight_controls/glider_tow_release             Release tow-plane cable (for gliders).
sim/flight_controls/winch_release                  Release winch (for gliders).
sim/flight_controls/carrier_ILS                    Set the radios for the Carrier ILS.
sim/systems/seatbelt_sign_toggle                   Toggle seatbelt sign.
sim/systems/no_smoking_toggle                      Toggle smoking sign.
sim/autopilot/hsi_select_nav_1                     HSI shows nav 1.
sim/autopilot/hsi_select_nav_2                     HSI shows nav 2.
sim/autopilot/hsi_select_gps                       HSI shows GPS.
sim/autopilot/flight_dir_on_only                   Flight directory only.
sim/autopilot/servos_and_flight_dir_on             Servos on.
sim/autopilot/servos_and_flight_dir_off            Disco servos, flt dir.
sim/autopilot/servos_fdir_yawd_off                 Disco servos, flt dir, yawdamp.
sim/autopilot/servos_fdir_yawd_trim_off            Disco servos, flt dir, yawdamp, trim.
sim/autopilot/fdir_servos_down_one                 Autopilot Mode down (on->fdir->off).
sim/autopilot/fdir_servos_up_one                   Autopilot Mode up (off->fdir->on).
sim/autopilot/fdir_servos_toggle                   Toggle between on and off.
sim/autopilot/control_wheel_steer                  Control-wheel steer.
sim/autopilot/autothrottle_on                      Autopilot auto-throttle on.
sim/autopilot/autothrottle_off                     Autopilot auto-throttle off.
sim/autopilot/autothrottle_toggle                  Autopilot auto-throttle toggle.
sim/autopilot/wing_leveler                         Autopilot wing-level.
sim/autopilot/heading                              Autopilot heading-hold.
sim/autopilot/NAV                                  Autopilot VOR/LOC arm.
sim/autopilot/pitch_sync                           Autopilot pitch-sync.
sim/autopilot/level_change                         Autopilot level change.
sim/autopilot/vertical_speed                       Autopilot vertical speed.
sim/autopilot/altitude_hold                        Autopilot altitude select or hold.
sim/autopilot/altitude_arm                         Autopilot altitude-hold ARM.
sim/autopilot/vnav                                 Autopilot VNAV.
sim/autopilot/FMS                                  Autopilot FMS.
sim/autopilot/glide_slope                          Autopilot glideslope.
sim/autopilot/back_course                          Autopilot back-course.
sim/autopilot/approach                             Autopilot approach.
sim/autopilot/take_off_go_around                   Autopilot take-off go-around.
sim/autopilot/reentry                              Autopilot re-entry.
sim/autopilot/terrain_following                    Autopilot terrain-mode following.
sim/autopilot/hdg_alt_spd_on                       Autopilot maintain heading-alt-speed on.
sim/autopilot/hdg_alt_spd_off                      Autopilot maintain heading-alt-speed off.
sim/autopilot/airspeed_down                        Autopilot airspeed down.
sim/autopilot/airspeed_up                          Autopilot airspeed up.
sim/autopilot/airspeed_sync                        Autopilot airspeed sync.
sim/autopilot/heading_down                         Autopilot heading down.
sim/autopilot/heading_up                           Autopilot heading up.
sim/autopilot/heading_sync                         Autopilot heading sync.
sim/autopilot/vertical_speed_down                  Autopilot VVI down.
sim/autopilot/vertical_speed_up                    Autopilot VVI up.
sim/autopilot/vertical_speed_sync                  Autopilot VVI sync.
sim/autopilot/altitude_down                        Autopilot altitude down.
sim/autopilot/altitude_up                          Autopilot altitude up.
sim/autopilot/altitude_sync                        Autopilot altitude sync.
sim/autopilot/nose_down                            Autopilot nose down.
sim/autopilot/nose_up                              Autopilot nose up.
sim/autopilot/nose_down_pitch_mode                 Autopilot nose down, go into pitch mode.
sim/autopilot/nose_up_pitch_mode                   Autopilot nose up, go into pitch mode
sim/autopilot/override_left                        Autopilot override left: Go to ROL mode.
sim/autopilot/override_right                       Autopilot override right: Go to ROL mode.
sim/autopilot/override_up                          Autopilot override up: Go to SYN mode.
sim/autopilot/override_down                        Autopilot override down: Go to SYN mode.
sim/autopilot/bank_limit_toggle                    Bank angle limit toggle.
sim/autopilot/soft_ride_toggle                     Soft ride toggle.
sim/autopilot/listen_g430_1                        Use Garmin-430/530 #1 for all displays.
sim/autopilot/listen_g430_2                        Use Garmin-430/530 #2 for all displays.
sim/autopilot/test_auto_annunciators               Autopilot test annunciators.
sim/radios/obs1_down                               OBS 1 down.
sim/radios/obs1_up                                 OBS 1 up.
sim/radios/obs2_down                               OBS 2 down.
sim/radios/obs2_up                                 OBS 2 up.
sim/radios/obs_HSI_down                            OBS HSI down.
sim/radios/obs_HSI_up                              OBS HSI up.
sim/radios/RMI_L_tog                               RMI left NAV toggle VOR/NDB.
sim/radios/RMI_R_tog                               RMI right NAV toggle VOR/NDB.
sim/radios/copilot_obs1_down                       Copilot OBS 1 down.
sim/radios/copilot_obs1_up                         Copilot OBS 1 up.
sim/radios/copilot_obs2_down                       Copilot OBS 2 down.
sim/radios/copilot_obs2_up                         Copilot OBS 2 up.
sim/radios/copilot_obs_HSI_down                    Copilot OBS HSI down.
sim/radios/copilot_obs_HSI_up                      Copilot OBS HSI up.
sim/radios/copilot_RMI_L_tog_cop                   Copilot RMI left NAV toggle VOR/NDB.
sim/radios/copilot_RMI_R_tog_cop                   Copilot RMI right NAV toggle VOR/NDB.
sim/radios/nav1_standy_flip                        NAV 1 flip standby.
sim/radios/nav2_standy_flip                        NAV 2 flip standby.
sim/radios/com1_standy_flip                        COM 1 flip standby.
sim/radios/com2_standy_flip                        COM 2 flip standby.
sim/radios/adf1_standy_flip                        ADF 1 flip standby.
sim/radios/adf2_standy_flip                        ADF 2 flip standby.
sim/radios/dme_standby_flip                        DME flip standby.
sim/radios/actv_com1_coarse_down                   COM 1 course down.
sim/radios/actv_com1_coarse_up                     COM 1 course up.
sim/radios/actv_com1_fine_down                     COM 1 fine down.
sim/radios/actv_com1_fine_up                       COM 1 fine up.
sim/radios/actv_nav1_coarse_down                   NAV 1 course down.
sim/radios/actv_nav1_coarse_up                     NAV 1 course up.
sim/radios/actv_nav1_fine_down                     NAV 1 fine down.
sim/radios/actv_nav1_fine_up                       NAV 1 fine up.
sim/radios/actv_adf1_hundreds_down                 ADF 1 hundreds down.
sim/radios/actv_adf1_hundreds_up                   ADF 1 hundreds up.
sim/radios/actv_adf1_tens_down                     ADF 1 tens down.
sim/radios/actv_adf1_tens_up                       ADF 1 tens up.
sim/radios/actv_adf1_ones_down                     ADF 1 ones down.
sim/radios/actv_adf1_ones_up                       ADF 1 ones up.
sim/radios/actv_adf2_hundreds_down                 ADF 2 hundreds down.
sim/radios/actv_com2_coarse_down                   COM 2 course down.
sim/radios/actv_com2_coarse_up                     COM 2 course up.
sim/radios/actv_com2_fine_down                     COM 2 fine down.
sim/radios/actv_com2_fine_up                       COM 2 fine up.
sim/radios/actv_nav2_coarse_down                   NAV 2 course down.
sim/radios/actv_nav2_coarse_up                     NAV 2 course up.
sim/radios/actv_nav2_fine_down                     NAV 2 fine down.
sim/radios/actv_nav2_fine_up                       NAV 2 fine up.
sim/radios/actv_adf2_hundreds_up                   ADF 2 hundreds up.
sim/radios/actv_adf2_tens_down                     ADF 2 tens down.
sim/radios/actv_adf2_tens_up                       ADF 2 tens up.
sim/radios/actv_adf2_ones_down                     ADF 2 ones down.
sim/radios/actv_adf2_ones_up                       ADF 2 ones up.
sim/radios/stby_com1_coarse_down                   COM 1 course down.
sim/radios/stby_com1_coarse_up                     COM 1 course up.
sim/radios/stby_com1_fine_down                     COM 1 fine down.
sim/radios/stby_com1_fine_up                       COM 1 fine up.
sim/radios/stby_nav1_coarse_down                   NAV 1 course down.
sim/radios/stby_nav1_coarse_up                     NAV 1 course up.
sim/radios/stby_nav1_fine_down                     NAV 1 fine down.
sim/radios/stby_nav1_fine_up                       NAV 1 fine up.
sim/radios/stby_adf1_hundreds_down                 ADF 1 hundreds down.
sim/radios/stby_adf1_hundreds_up                   ADF 1 hundreds up.
sim/radios/stby_adf1_tens_down                     ADF 1 tens down.
sim/radios/stby_adf1_tens_up                       ADF 1 tens up.
sim/radios/stby_adf1_ones_down                     ADF 1 ones down.
sim/radios/stby_adf1_ones_up                       ADF 1 ones up.
sim/radios/stby_com2_coarse_down                   COM 2 course down.
sim/radios/stby_com2_coarse_up                     COM 2 course up.
sim/radios/stby_com2_fine_down                     COM 2 fine down.
sim/radios/stby_com2_fine_up                       COM 2 fine up.
sim/radios/stby_nav2_coarse_down                   NAV 2 course down.
sim/radios/stby_nav2_coarse_up                     NAV 2 course up.
sim/radios/stby_nav2_fine_down                     NAV 2 fine down.
sim/radios/stby_nav2_fine_up                       NAV 2 fine up.
sim/radios/stby_adf2_hundreds_down                 ADF 2 hundreds down.
sim/radios/stby_adf2_hundreds_up                   ADF 2 hundreds up.
sim/radios/stby_adf2_tens_down                     ADF 2 tens down.
sim/radios/stby_adf2_tens_up                       ADF 2 tens up.
sim/radios/stby_adf2_ones_down                     ADF 2 ones down.
sim/radios/stby_adf2_ones_up                       ADF 2 ones up.
sim/transponder/transponder_ident                  Transponder ID.
sim/transponder/transponder_off                    Transponder off.
sim/transponder/transponder_standby                Transponder standby.
sim/transponder/transponder_on                     Transponder on.
sim/transponder/transponder_alt                    Transponder alt.
sim/transponder/transponder_test                   Transponder test.
sim/transponder/transponder_ground                 Transponder ground.
sim/transponder/transponder_thousands_down         Transponder ones down.
sim/transponder/transponder_thousands_up           Transponder ones up.
sim/transponder/transponder_hundreds_down          Transponder hundreds down.
sim/transponder/transponder_hundreds_up            Transponder hundreds up.
sim/transponder/transponder_tens_down              Transponder tens down.
sim/transponder/transponder_tens_up                Transponder tens up.
sim/transponder/transponder_ones_down              Transponder ones down.
sim/transponder/transponder_ones_up                Transponder ones up.
sim/audio_panel/select_audio_nav1                  Select audio: NAV1.
sim/audio_panel/select_audio_nav2                  Select audio: NAV2.
sim/audio_panel/select_audio_com1                  Select audio: COM1.
sim/audio_panel/select_audio_com2                  Select audio: COM2.
sim/audio_panel/select_audio_adf1                  Select audio: ADF2.
sim/audio_panel/select_audio_adf2                  Select audio: ADF2.
sim/GPS/mode_airport                               GPS mode: airports.
sim/GPS/mode_VOR                                   GPS mode: VORs.
sim/GPS/mode_NDB                                   GPS mode: NDBs.
sim/GPS/mode_waypoint                              GPS mode: waypoints.
sim/GPS/fine_select_down                           GPS fine select down.
sim/GPS/fine_select_up                             GPS fine select up.
sim/GPS/coarse_select_down                         GPS coarse select down.
sim/GPS/coarse_select_up                           GPS coarse select up.
sim/GPS/g430n1_zoom_in                             G-430 Nav-1 zoom_in.
sim/GPS/g430n1_zoom_out                            G-430 Nav-1 zoom_out.
sim/GPS/g430n1_nav_com_tog                         G-430 Nav-1 nav_com_tog.
sim/GPS/g430n1_cdi                                 G-430 Nav-1 cdi.
sim/GPS/g430n1_obs                                 G-430 Nav-1 obs.
sim/GPS/g430n1_msg                                 G-430 Nav-1 msg.
sim/GPS/g430n1_fpl                                 G-430 Nav-1 fpl.
sim/GPS/g430n1_proc                                G-430 Nav-1 proc.
sim/GPS/g430n1_direct                              G-430 Nav-1 direct.
sim/GPS/g430n1_menu                                G-430 Nav-1 menu.
sim/GPS/g430n1_clr                                 G-430 Nav-1 clr.
sim/GPS/g430n1_ent                                 G-430 Nav-1 ent.
sim/GPS/g430n1_com_ff                              G-430 Nav-1 com_ff.
sim/GPS/g430n1_nav_ff                              G-430 Nav-1 nav_ff.
sim/GPS/g430n1_chapter_up                          G-430 Nav-1 chapter up.
sim/GPS/g430n1_chapter_dn                          G-430 Nav-1 chapter dn.
sim/GPS/g430n1_page_up                             G-430 Nav-1 page up.
sim/GPS/g430n1_page_dn                             G-430 Nav-1 page dn.
sim/GPS/g430n2_zoom_in                             G-430 Nav-2 zoom_in.
sim/GPS/g430n2_zoom_out                            G-430 Nav-2 zoom_out.
sim/GPS/g430n2_nav_com_tog                         G-430 Nav-2 nav_com_tog.
sim/GPS/g430n2_cdi                                 G-430 Nav-2 cdi.
sim/GPS/g430n2_obs                                 G-430 Nav-2 obs.
sim/GPS/g430n2_msg                                 G-430 Nav-2 msg.
sim/GPS/g430n2_fpl                                 G-430 Nav-2 fpl.
sim/GPS/g430n2_proc                                G-430 Nav-2 proc.
sim/GPS/g430n2_direct                              G-430 Nav-2 direct.
sim/GPS/g430n2_menu                                G-430 Nav-2 menu.
sim/GPS/g430n2_clr                                 G-430 Nav-2 clr.
sim/GPS/g430n2_ent                                 G-430 Nav-2 ent.
sim/GPS/g430n2_com_ff                              G-430 Nav-2 com_ff.
sim/GPS/g430n2_nav_ff                              G-430 Nav-2 nav_ff.
sim/GPS/g430n2_chapter_up                          G-430 Nav-2 chapter up.
sim/GPS/g430n2_chapter_dn                          G-430 Nav-2 chapter dn.
sim/GPS/g430n2_page_up                             G-430 Nav-2 page up.
sim/GPS/g430n2_page_dn                             G-430 Nav-2 page dn.
sim/FMS/ls_1l                                      FMS: ls_1l
sim/FMS/ls_2l                                      FMS: ls_2l
sim/FMS/ls_3l                                      FMS: ls_3l
sim/FMS/ls_4l                                      FMS: ls_4l
sim/FMS/ls_5l                                      FMS: ls_5l
sim/FMS/ls_1r                                      FMS: ls_1r
sim/FMS/ls_2r                                      FMS: ls_2r
sim/FMS/ls_3r                                      FMS: ls_3r
sim/FMS/ls_4r                                      FMS: ls_4r
sim/FMS/ls_5r                                      FMS: ls_5r
sim/FMS/init                                       FMS: init
sim/FMS/prev                                       FMS: prev
sim/FMS/next                                       FMS: next
sim/FMS/clear                                      FMS: clear
sim/FMS/direct                                     FMS: direct
sim/FMS/sign                                       FMS: sign
sim/FMS/type_apt                                   FMS: apt
sim/FMS/type_vor                                   FMS: vor
sim/FMS/type_ndb                                   FMS: ndb
sim/FMS/type_fix                                   FMS: fix
sim/FMS/type_latlon                                FMS: lat/lon
sim/FMS/key_0                                      FMS: key_0
sim/FMS/key_1                                      FMS: key_1
sim/FMS/key_2                                      FMS: key_2
sim/FMS/key_3                                      FMS: key_3
sim/FMS/key_4                                      FMS: key_4
sim/FMS/key_5                                      FMS: key_5
sim/FMS/key_6                                      FMS: key_6
sim/FMS/key_7                                      FMS: key_7
sim/FMS/key_8                                      FMS: key_8
sim/FMS/key_9                                      FMS: key_9
sim/FMS/key_A                                      FMS: key_A
sim/FMS/key_B                                      FMS: key_B
sim/FMS/key_C                                      FMS: key_C
sim/FMS/key_D                                      FMS: key_D
sim/FMS/key_E                                      FMS: key_E
sim/FMS/key_F                                      FMS: key_F
sim/FMS/key_G                                      FMS: key_G
sim/FMS/key_H                                      FMS: key_H
sim/FMS/key_I                                      FMS: key_I
sim/FMS/key_J                                      FMS: key_J
sim/FMS/key_K                                      FMS: key_K
sim/FMS/key_L                                      FMS: key_L
sim/FMS/key_M                                      FMS: key_M
sim/FMS/key_N                                      FMS: key_N
sim/FMS/key_O                                      FMS: key_O
sim/FMS/key_P                                      FMS: key_P
sim/FMS/key_Q                                      FMS: key_Q
sim/FMS/key_R                                      FMS: key_R
sim/FMS/key_S                                      FMS: key_S
sim/FMS/key_T                                      FMS: key_T
sim/FMS/key_U                                      FMS: key_U
sim/FMS/key_V                                      FMS: key_V
sim/FMS/key_W                                      FMS: key_W
sim/FMS/key_X                                      FMS: key_X
sim/FMS/key_Y                                      FMS: key_Y
sim/FMS/key_Z                                      FMS: key_Z
sim/FMS/key_back                                   FMS: key_back
sim/FMS/key_space                                  FMS: key_space
sim/FMS/key_load                                   FMS: key_load
sim/FMS/key_save                                   FMS: key_save
sim/FMS/fix_next                                   FMS: next fix
sim/FMS/fix_prev                                   FMS: prev fix
sim/operation/pause_toggle                         Pause the simulation.
sim/operation/ground_speed_change                  Sim 1x 2x 4x ground-coverage speed.
sim/operation/flightmodel_speed_change             Sim 1x 2x 4x total simulation speed.
sim/operation/load_situation_1                     Load situation
sim/operation/load_situation_2                     Load situation
sim/operation/load_situation_3                     Load situation
sim/general/action                                 General simulator command: action.
sim/general/left                                   General command: left.
sim/general/right                                  General command: right.
sim/general/up                                     General command: up.
sim/general/down                                   General command: down.
sim/general/forward                                General command: forward.
sim/general/backward                               General command: backward.
sim/general/zoom_in                                General command: zoom in.
sim/general/zoom_out                               General command: zoom out.
sim/general/left_fast                              General command: left fast.
sim/general/right_fast                             General command: right fast.
sim/general/up_fast                                General command: up fast.
sim/general/down_fast                              General command: down fast.
sim/general/forward_fast                           General command: forward fast.
sim/general/backward_fast                          General command: backward fast.
sim/general/zoom_in_fast                           General command: zoom in fast.
sim/general/zoom_out_fast                          General command: zoom out fast.
sim/map/show_low_enroute                           Bring up the low enroute map.
sim/map/show_high_enroute                          Bring up the high enroute map.
sim/map/show_sectional                             Bring up the sectional map.
sim/map/show_textured                              Bring up the textured map.
sim/operation/time_down                            Time: a little earlier.
sim/operation/time_up                              Time: a little later.
sim/operation/date_down                            Date: a little earlier.
sim/operation/date_up                              Date: a little later.
sim/operation/contact_atc                          Contact ATC.
sim/operation/go_to_default                        Reset back to default airport!
sim/operation/reset_to_runway                      Reset the plane to the nearest runway.
sim/operation/reset_3d_path                        Reset 3-d path.
sim/operation/fail_system                          Fail system selected in failures screen.
sim/operation/fix_all_systems                      Fix all systems failed in failures screen.
sim/operation/show_instructions                    Toggle instructions.
sim/operation/text_file_toggle                     Toggle any text file that you selected inthe 'Special' menu.
sim/operation/checklist_toggle                     Toggle any checklist that you selected inthe 'Special' menu.
sim/operation/checklist_next                       NEXT item in any checklist that you selected inthe 'Special' menu.
sim/operation/checklist_previous                   PREV item in  any checklist that you selected inthe 'Special' menu.
sim/operation/cycle_dump                           Print out a cycle dump for this frame.
sim/operation/screenshot                           Take a screenshot.
sim/operation/quicktime_record_toggle              Toggle recording of QuickTime movie.
sim/operation/make_panel_previews                  Makes screenshots of your panels.
sim/operation/stab_deriv_heading                   Print lateral stability derivative.
sim/operation/stab_deriv_pitch                     Print longitudinal stability derivative.
sim/operation/create_snap_marker                   Drop a snapshot marker. This will show up as a little snapshot marker on the jog shuttle when in replay mode.
sim/operation/test_data_ref                        Test dataref float: Run from 0 to 1 and back
sim/operation/slider_01                            Slider #1 On/Off control.
sim/operation/slider_02                            Slider #2 On/Off control.
sim/operation/slider_03                            Slider #3 On/Off control.
sim/operation/slider_04                            Slider #4 On/Off control.
sim/operation/slider_05                            Slider #5 On/Off control.
sim/operation/slider_06                            Slider #6 On/Off control.
sim/operation/slider_07                            Slider #7 On/Off control.
sim/operation/slider_08                            Slider #8 On/Off control.
sim/operation/slider_09                            Slider #9 On/Off control.
sim/operation/slider_10                            Slider #10 On/Off control.
sim/operation/slider_11                            Slider #11 On/Off control.
sim/operation/slider_12                            Slider #12 On/Off control.
sim/operation/slider_13                            Slider #13 On/Off control.
sim/operation/slider_14                            Slider #14 On/Off control.
sim/operation/slider_15                            Slider #15 On/Off control.
sim/operation/slider_16                            Slider #16 On/Off control.
sim/operation/slider_17                            Slider #17 On/Off control.
sim/operation/slider_18                            Slider #18 On/Off control.
sim/operation/slider_19                            Slider #19 On/Off control.
sim/operation/slider_20                            Slider #20 On/Off control.
sim/replay/replay_toggle                           Toggle replay mode on/off.
sim/replay/rep_begin                               Replay mode: begin.
sim/replay/rep_play_fr                             Replay mode: play_fr.
sim/replay/rep_play_rr                             Replay mode: play_rr.
sim/replay/rep_play_sr                             Replay mode: play_sr.
sim/replay/rep_pause                               Replay mode: pause.
sim/replay/rep_play_sf                             Replay mode: play_sf.
sim/replay/rep_play_rf                             Replay mode: play_rf.
sim/replay/rep_play_ff                             Replay mode: play_ff.
sim/replay/rep_end                                 Replay mode: end.
